job_title,company,location,industry,experience_level,salary_usd,remote,required_skills,description,posted_date
Computer Vision Engineer,CloudSphere,"New York, USA",Technology,Entry,175547,No,"azure, tensorflow, mlops, transformers, airflow, pytorch","We are looking for a Computer Vision Engineer with experience in azure, tensorflow, mlops, transformers, airflow, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-01 17:45:48.119444
Applied AI Scientist,AIWorks,"Toronto, Canada",Finance,Senior,169391,Yes,"gcp, deep learning, azure, aws, airflow, computer vision","We are looking for a Applied AI Scientist with experience in gcp, deep learning, azure, aws, airflow, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-03 17:45:48.119454
NLP Engineer,NeuralStack,"Boston, USA",Cloud Services,Senior,145267,No,"langchain, docker, aws, python","We are looking for a NLP Engineer with experience in langchain, docker, aws, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-14 17:45:48.119463
MLOps Engineer,NeuralStack,"New York, USA",Technology,Senior,183531,Yes,"nlp, spark, transformers, aws, pytorch","We are looking for a MLOps Engineer with experience in nlp, spark, transformers, aws, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-12 17:45:48.119473
LLM Engineer,DataForge,"Toronto, Canada",Finance,Entry,115385,No,"gcp, azure, scikit-learn, deep learning, sql, python","We are looking for a LLM Engineer with experience in gcp, azure, scikit-learn, deep learning, sql, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-05 17:45:48.119503
MLOps Engineer,TechNova,"Seattle, USA",Healthcare,Entry,116507,No,"transformers, azure, docker, deep learning, scikit-learn, langchain, computer vision","We are looking for a MLOps Engineer with experience in transformers, azure, docker, deep learning, scikit-learn, langchain, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-31 17:45:48.119514
Machine Learning Engineer,NextGen Analytics,"Austin, USA",Cloud Services,Senior,212322,No,"pandas, scikit-learn, vector databases, docker, python","We are looking for a Machine Learning Engineer with experience in pandas, scikit-learn, vector databases, docker, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-10 17:45:48.119523
LLM Engineer,NeuralStack,"Bangalore, India",Finance,Mid,138412,Yes,"deep learning, kubernetes, gcp, aws, scikit-learn, pytorch, langchain","We are looking for a LLM Engineer with experience in deep learning, kubernetes, gcp, aws, scikit-learn, pytorch, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-03 17:45:48.119534
AI Research Engineer,AIWorks,"Bangalore, India",Healthcare,Entry,133007,Yes,"vector databases, aws, scikit-learn, pandas, mlops, airflow, kubernetes","We are looking for a AI Research Engineer with experience in vector databases, aws, scikit-learn, pandas, mlops, airflow, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-05 17:45:48.119547
Cloud AI Engineer,CloudSphere,"Berlin, Germany",Finance,Mid,207360,No,"gcp, tensorflow, pytorch, spark","We are looking for a Cloud AI Engineer with experience in gcp, tensorflow, pytorch, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-12 17:45:48.119555
Applied AI Scientist,CloudSphere,"New York, USA",Cloud Services,Mid,149866,Yes,"pandas, aws, vector databases, gcp, spark, nlp","We are looking for a Applied AI Scientist with experience in pandas, aws, vector databases, gcp, spark, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-21 17:45:48.119566
Applied AI Scientist,VisionAI Labs,"New York, USA",Retail,Senior,188079,No,"tensorflow, computer vision, pandas, sql","We are looking for a Applied AI Scientist with experience in tensorflow, computer vision, pandas, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-19 17:45:48.119575
AI Platform Engineer,SkyNetics,"Berlin, Germany",Retail,Senior,155989,Yes,"transformers, mlops, sql, gcp, machine learning, docker","We are looking for a AI Platform Engineer with experience in transformers, mlops, sql, gcp, machine learning, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-11 17:45:48.119585
Deep Learning Engineer,BlueCore Systems,"Austin, USA",Retail,Entry,110310,Yes,"mlops, azure, pandas, nlp, gcp","We are looking for a Deep Learning Engineer with experience in mlops, azure, pandas, nlp, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-26 17:45:48.119595
LLM Engineer,SkyNetics,"Seattle, USA",Cybersecurity,Mid,100846,Yes,"kubernetes, langchain, tensorflow, azure, deep learning","We are looking for a LLM Engineer with experience in kubernetes, langchain, tensorflow, azure, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-30 17:45:48.119604
Data Scientist,TechNova,"Boston, USA",Technology,Entry,178643,No,"spark, sql, aws, nlp, kubernetes, gcp","We are looking for a Data Scientist with experience in spark, sql, aws, nlp, kubernetes, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-25 17:45:48.119617
Deep Learning Engineer,DataForge,"Austin, USA",Cybersecurity,Mid,171646,Yes,"nlp, vector databases, pandas, kubernetes, langchain","We are looking for a Deep Learning Engineer with experience in nlp, vector databases, pandas, kubernetes, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-07 17:45:48.119626
MLOps Engineer,AIWorks,"Seattle, USA",Healthcare,Entry,91515,No,"python, sql, gcp, aws, scikit-learn, machine learning","We are looking for a MLOps Engineer with experience in python, sql, gcp, aws, scikit-learn, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-26 17:45:48.119636
Deep Learning Engineer,NextGen Analytics,Remote,Cloud Services,Entry,136489,Yes,"nlp, airflow, gcp, pandas, langchain","We are looking for a Deep Learning Engineer with experience in nlp, airflow, gcp, pandas, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-17 17:45:48.119645
Cloud AI Engineer,SkyNetics,"San Francisco, USA",Retail,Senior,200749,No,"gcp, pytorch, transformers, python","We are looking for a Cloud AI Engineer with experience in gcp, pytorch, transformers, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-12 17:45:48.119654
Cloud AI Engineer,NeuralStack,Remote,Cybersecurity,Senior,144216,Yes,"sql, tensorflow, langchain, vector databases, deep learning, kubernetes","We are looking for a Cloud AI Engineer with experience in sql, tensorflow, langchain, vector databases, deep learning, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-14 17:45:48.119665
AI Platform Engineer,BlueCore Systems,"Boston, USA",Finance,Mid,167558,No,"pytorch, transformers, sql, vector databases, pandas, langchain, docker","We are looking for a AI Platform Engineer with experience in pytorch, transformers, sql, vector databases, pandas, langchain, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-31 17:45:48.119676
Computer Vision Engineer,NextGen Analytics,"Berlin, Germany",Technology,Entry,101952,Yes,"gcp, azure, pytorch, python, transformers, computer vision, vector databases","We are looking for a Computer Vision Engineer with experience in gcp, azure, pytorch, python, transformers, computer vision, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-07 17:45:48.119690
AI Engineer,DataForge,"New York, USA",Technology,Mid,136078,Yes,"computer vision, pandas, machine learning, gcp, airflow","We are looking for a AI Engineer with experience in computer vision, pandas, machine learning, gcp, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.119699
Applied AI Scientist,TechNova,"Seattle, USA",Healthcare,Entry,212534,No,"scikit-learn, pandas, computer vision, docker, aws","We are looking for a Applied AI Scientist with experience in scikit-learn, pandas, computer vision, docker, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-04 17:45:48.119709
Machine Learning Engineer,QuantumLeap Tech,Remote,Healthcare,Entry,184695,No,"machine learning, transformers, docker, tensorflow, deep learning, spark, nlp","We are looking for a Machine Learning Engineer with experience in machine learning, transformers, docker, tensorflow, deep learning, spark, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-21 17:45:48.119720
AI Research Engineer,BlueCore Systems,"Austin, USA",Healthcare,Senior,168832,Yes,"kubernetes, sql, mlops, pytorch","We are looking for a AI Research Engineer with experience in kubernetes, sql, mlops, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-03 17:45:48.119730
AI Research Engineer,CloudSphere,"Toronto, Canada",Cybersecurity,Mid,184135,No,"aws, kubernetes, python, azure, deep learning, airflow","We are looking for a AI Research Engineer with experience in aws, kubernetes, python, azure, deep learning, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-29 17:45:48.119739
AI Engineer,TechNova,Remote,Retail,Senior,95923,Yes,"machine learning, deep learning, aws, docker, gcp","We are looking for a AI Engineer with experience in machine learning, deep learning, aws, docker, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-29 17:45:48.119752
Cloud AI Engineer,NeuralStack,"Bangalore, India",Retail,Mid,145806,No,"nlp, transformers, docker, kubernetes, python, pytorch","We are looking for a Cloud AI Engineer with experience in nlp, transformers, docker, kubernetes, python, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-04 17:45:48.119763
Deep Learning Engineer,SkyNetics,"Bangalore, India",Finance,Mid,177273,Yes,"transformers, pandas, scikit-learn, pytorch","We are looking for a Deep Learning Engineer with experience in transformers, pandas, scikit-learn, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-11 17:45:48.119772
Deep Learning Engineer,NextGen Analytics,"New York, USA",Finance,Mid,142366,Yes,"python, aws, mlops, docker, vector databases, machine learning, spark","We are looking for a Deep Learning Engineer with experience in python, aws, mlops, docker, vector databases, machine learning, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-06 17:45:48.119784
AI Engineer,VisionAI Labs,"San Francisco, USA",Healthcare,Senior,163820,No,"pytorch, spark, sql, machine learning, gcp, vector databases","We are looking for a AI Engineer with experience in pytorch, spark, sql, machine learning, gcp, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-19 17:45:48.119794
Machine Learning Engineer,DataForge,"Bangalore, India",Cloud Services,Mid,148836,No,"machine learning, airflow, computer vision, sql, docker, aws, deep learning","We are looking for a Machine Learning Engineer with experience in machine learning, airflow, computer vision, sql, docker, aws, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-18 17:45:48.119805
Computer Vision Engineer,BlueCore Systems,"Austin, USA",Cybersecurity,Mid,136173,No,"deep learning, mlops, machine learning, transformers, nlp, pandas, docker","We are looking for a Computer Vision Engineer with experience in deep learning, mlops, machine learning, transformers, nlp, pandas, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-06 17:45:48.119821
AI Research Engineer,VisionAI Labs,"San Francisco, USA",Finance,Mid,151434,No,"azure, tensorflow, machine learning, computer vision, airflow, sql, deep learning","We are looking for a AI Research Engineer with experience in azure, tensorflow, machine learning, computer vision, airflow, sql, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-02 17:45:48.119831
AI Platform Engineer,VisionAI Labs,Remote,Cloud Services,Senior,102959,No,"sql, spark, mlops, python","We are looking for a AI Platform Engineer with experience in sql, spark, mlops, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-19 17:45:48.119840
AI Platform Engineer,QuantumLeap Tech,"Berlin, Germany",Cloud Services,Senior,185942,Yes,"machine learning, transformers, tensorflow, pytorch, airflow, computer vision, deep learning","We are looking for a AI Platform Engineer with experience in machine learning, transformers, tensorflow, pytorch, airflow, computer vision, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-20 17:45:48.119850
NLP Engineer,BlueCore Systems,Remote,Retail,Entry,217755,Yes,"machine learning, gcp, computer vision, tensorflow, docker","We are looking for a NLP Engineer with experience in machine learning, gcp, computer vision, tensorflow, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-19 17:45:48.119860
NLP Engineer,SkyNetics,"Bangalore, India",Healthcare,Entry,132728,Yes,"pytorch, computer vision, kubernetes, mlops, airflow","We are looking for a NLP Engineer with experience in pytorch, computer vision, kubernetes, mlops, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-10 17:45:48.119869
AI Research Engineer,NextGen Analytics,"San Francisco, USA",Retail,Entry,171755,No,"spark, machine learning, vector databases, deep learning, python, sql","We are looking for a AI Research Engineer with experience in spark, machine learning, vector databases, deep learning, python, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-07 17:45:48.119879
Data Scientist,QuantumLeap Tech,"New York, USA",Finance,Mid,110160,No,"nlp, tensorflow, python, vector databases, computer vision, azure, sql","We are looking for a Data Scientist with experience in nlp, tensorflow, python, vector databases, computer vision, azure, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-02 17:45:48.119889
Computer Vision Engineer,TechNova,"Seattle, USA",Cybersecurity,Senior,130676,No,"sql, deep learning, vector databases, transformers, azure, nlp","We are looking for a Computer Vision Engineer with experience in sql, deep learning, vector databases, transformers, azure, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-24 17:45:48.119899
Machine Learning Engineer,TechNova,"Berlin, Germany",Finance,Entry,111420,No,"scikit-learn, kubernetes, pytorch, aws, tensorflow, airflow","We are looking for a Machine Learning Engineer with experience in scikit-learn, kubernetes, pytorch, aws, tensorflow, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-21 17:45:48.119908
MLOps Engineer,AIWorks,"London, UK",Healthcare,Entry,163473,No,"airflow, pytorch, vector databases, pandas, langchain, tensorflow, gcp","We are looking for a MLOps Engineer with experience in airflow, pytorch, vector databases, pandas, langchain, tensorflow, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-11 17:45:48.119919
Cloud AI Engineer,BlueCore Systems,"Austin, USA",Cybersecurity,Mid,201623,No,"transformers, langchain, airflow, scikit-learn","We are looking for a Cloud AI Engineer with experience in transformers, langchain, airflow, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.119928
Cloud AI Engineer,QuantumLeap Tech,Remote,Retail,Entry,134048,Yes,"kubernetes, aws, tensorflow, nlp","We are looking for a Cloud AI Engineer with experience in kubernetes, aws, tensorflow, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.119937
AI Engineer,TechNova,"Austin, USA",Finance,Senior,96394,Yes,"python, scikit-learn, langchain, vector databases, gcp","We are looking for a AI Engineer with experience in python, scikit-learn, langchain, vector databases, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.119947
Machine Learning Engineer,AIWorks,"New York, USA",Cybersecurity,Mid,145675,No,"kubernetes, deep learning, pytorch, langchain, azure, vector databases","We are looking for a Machine Learning Engineer with experience in kubernetes, deep learning, pytorch, langchain, azure, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-30 17:45:48.119960
Data Scientist,VisionAI Labs,"Austin, USA",Cloud Services,Mid,178839,No,"transformers, langchain, pytorch, sql, pandas","We are looking for a Data Scientist with experience in transformers, langchain, pytorch, sql, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-16 17:45:48.119969
AI Research Engineer,VisionAI Labs,"Seattle, USA",Finance,Senior,106979,No,"airflow, nlp, vector databases, pytorch, langchain","We are looking for a AI Research Engineer with experience in airflow, nlp, vector databases, pytorch, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-15 17:45:48.119981
Deep Learning Engineer,VisionAI Labs,"Berlin, Germany",Technology,Senior,159770,Yes,"mlops, sql, nlp, airflow, gcp, computer vision, kubernetes","We are looking for a Deep Learning Engineer with experience in mlops, sql, nlp, airflow, gcp, computer vision, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-07 17:45:48.119991
AI Platform Engineer,TechNova,"Boston, USA",Cybersecurity,Entry,142080,No,"pandas, mlops, transformers, gcp, machine learning","We are looking for a AI Platform Engineer with experience in pandas, mlops, transformers, gcp, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.120001
LLM Engineer,SkyNetics,"London, UK",Healthcare,Mid,199506,No,"deep learning, python, aws, kubernetes, azure","We are looking for a LLM Engineer with experience in deep learning, python, aws, kubernetes, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-30 17:45:48.120010
AI Platform Engineer,TechNova,Remote,Technology,Entry,145534,No,"aws, langchain, azure, spark, scikit-learn","We are looking for a AI Platform Engineer with experience in aws, langchain, azure, spark, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-13 17:45:48.120019
Machine Learning Engineer,CloudSphere,"Seattle, USA",Cybersecurity,Senior,108347,Yes,"azure, pandas, docker, computer vision, langchain, pytorch, sql","We are looking for a Machine Learning Engineer with experience in azure, pandas, docker, computer vision, langchain, pytorch, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-25 17:45:48.120029
Cloud AI Engineer,VisionAI Labs,"Austin, USA",Retail,Mid,175968,No,"computer vision, pandas, pytorch, docker, scikit-learn, kubernetes","We are looking for a Cloud AI Engineer with experience in computer vision, pandas, pytorch, docker, scikit-learn, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-27 17:45:48.120039
AI Research Engineer,QuantumLeap Tech,"London, UK",Cloud Services,Entry,174542,No,"deep learning, spark, pytorch, scikit-learn, airflow, sql","We are looking for a AI Research Engineer with experience in deep learning, spark, pytorch, scikit-learn, airflow, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-04 17:45:48.120057
MLOps Engineer,CloudSphere,"Bangalore, India",Cloud Services,Mid,139659,No,"azure, tensorflow, sql, kubernetes, mlops, aws","We are looking for a MLOps Engineer with experience in azure, tensorflow, sql, kubernetes, mlops, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-22 17:45:48.120074
Machine Learning Engineer,BlueCore Systems,"Seattle, USA",Healthcare,Mid,188536,Yes,"mlops, langchain, airflow, scikit-learn, docker, transformers, computer vision","We are looking for a Machine Learning Engineer with experience in mlops, langchain, airflow, scikit-learn, docker, transformers, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-25 17:45:48.120095
Deep Learning Engineer,VisionAI Labs,Remote,Finance,Senior,207305,Yes,"airflow, transformers, mlops, sql, langchain, nlp","We are looking for a Deep Learning Engineer with experience in airflow, transformers, mlops, sql, langchain, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-22 17:45:48.120106
LLM Engineer,TechNova,"Toronto, Canada",Finance,Senior,98614,Yes,"langchain, airflow, vector databases, scikit-learn","We are looking for a LLM Engineer with experience in langchain, airflow, vector databases, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-03 17:45:48.120116
LLM Engineer,SkyNetics,"New York, USA",Retail,Entry,90574,Yes,"aws, gcp, sql, transformers, scikit-learn","We are looking for a LLM Engineer with experience in aws, gcp, sql, transformers, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.120126
Data Scientist,QuantumLeap Tech,"Berlin, Germany",Retail,Senior,189934,Yes,"deep learning, machine learning, computer vision, kubernetes, python, transformers, docker","We are looking for a Data Scientist with experience in deep learning, machine learning, computer vision, kubernetes, python, transformers, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-05 17:45:48.120141
AI Platform Engineer,CloudSphere,"New York, USA",Technology,Mid,133562,No,"nlp, scikit-learn, pandas, computer vision, azure, tensorflow, pytorch","We are looking for a AI Platform Engineer with experience in nlp, scikit-learn, pandas, computer vision, azure, tensorflow, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.120158
AI Platform Engineer,AIWorks,"San Francisco, USA",Healthcare,Senior,169009,Yes,"sql, tensorflow, aws, pandas, python, machine learning","We are looking for a AI Platform Engineer with experience in sql, tensorflow, aws, pandas, python, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-05 17:45:48.120175
Cloud AI Engineer,QuantumLeap Tech,"Seattle, USA",Cybersecurity,Senior,130463,Yes,"aws, gcp, langchain, docker, vector databases","We are looking for a Cloud AI Engineer with experience in aws, gcp, langchain, docker, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-10 17:45:48.120187
Deep Learning Engineer,NeuralStack,"Berlin, Germany",Technology,Senior,160529,No,"nlp, langchain, gcp, machine learning, deep learning, computer vision, sql","We are looking for a Deep Learning Engineer with experience in nlp, langchain, gcp, machine learning, deep learning, computer vision, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.120197
AI Platform Engineer,DataForge,Remote,Cybersecurity,Senior,90143,No,"langchain, nlp, machine learning, airflow","We are looking for a AI Platform Engineer with experience in langchain, nlp, machine learning, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-21 17:45:48.120211
Machine Learning Engineer,QuantumLeap Tech,"Austin, USA",Cybersecurity,Mid,135557,No,"computer vision, aws, mlops, sql, scikit-learn, langchain","We are looking for a Machine Learning Engineer with experience in computer vision, aws, mlops, sql, scikit-learn, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-30 17:45:48.120222
NLP Engineer,NeuralStack,"San Francisco, USA",Finance,Mid,164352,Yes,"tensorflow, python, spark, mlops, airflow, docker","We are looking for a NLP Engineer with experience in tensorflow, python, spark, mlops, airflow, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-27 17:45:48.120232
Computer Vision Engineer,NextGen Analytics,Remote,Finance,Mid,143099,Yes,"gcp, nlp, azure, pytorch, vector databases, aws, computer vision","We are looking for a Computer Vision Engineer with experience in gcp, nlp, azure, pytorch, vector databases, aws, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-26 17:45:48.120242
Cloud AI Engineer,CloudSphere,"Toronto, Canada",Healthcare,Mid,130456,Yes,"docker, python, transformers, mlops, spark","We are looking for a Cloud AI Engineer with experience in docker, python, transformers, mlops, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-16 17:45:48.120251
LLM Engineer,VisionAI Labs,"Seattle, USA",Cloud Services,Senior,93723,Yes,"airflow, aws, langchain, transformers, docker","We are looking for a LLM Engineer with experience in airflow, aws, langchain, transformers, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-22 17:45:48.120261
Computer Vision Engineer,TechNova,"Toronto, Canada",Retail,Entry,96139,Yes,"azure, transformers, vector databases, kubernetes","We are looking for a Computer Vision Engineer with experience in azure, transformers, vector databases, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-24 17:45:48.120270
Computer Vision Engineer,SkyNetics,"Berlin, Germany",Finance,Entry,133601,No,"mlops, scikit-learn, langchain, gcp","We are looking for a Computer Vision Engineer with experience in mlops, scikit-learn, langchain, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-07 17:45:48.120279
AI Platform Engineer,TechNova,"Austin, USA",Retail,Mid,206310,No,"aws, pytorch, deep learning, machine learning, pandas, transformers, langchain","We are looking for a AI Platform Engineer with experience in aws, pytorch, deep learning, machine learning, pandas, transformers, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-05 17:45:48.120289
AI Engineer,BlueCore Systems,"London, UK",Healthcare,Senior,212687,Yes,"python, sql, tensorflow, deep learning","We are looking for a AI Engineer with experience in python, sql, tensorflow, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-01 17:45:48.120298
AI Research Engineer,SkyNetics,"Berlin, Germany",Cybersecurity,Entry,168369,No,"azure, deep learning, pandas, airflow, vector databases, tensorflow","We are looking for a AI Research Engineer with experience in azure, deep learning, pandas, airflow, vector databases, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-04 17:45:48.120307
Computer Vision Engineer,NeuralStack,"Seattle, USA",Healthcare,Entry,119987,No,"pytorch, deep learning, tensorflow, kubernetes, azure, transformers","We are looking for a Computer Vision Engineer with experience in pytorch, deep learning, tensorflow, kubernetes, azure, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-09 17:45:48.120317
NLP Engineer,NextGen Analytics,Remote,Finance,Senior,122533,Yes,"spark, sql, deep learning, tensorflow, pandas","We are looking for a NLP Engineer with experience in spark, sql, deep learning, tensorflow, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-10 17:45:48.120327
AI Platform Engineer,CloudSphere,"Berlin, Germany",Cloud Services,Senior,184627,No,"pandas, computer vision, python, deep learning","We are looking for a AI Platform Engineer with experience in pandas, computer vision, python, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-16 17:45:48.120335
Applied AI Scientist,VisionAI Labs,"San Francisco, USA",Retail,Senior,117092,No,"airflow, docker, pytorch, pandas, scikit-learn","We are looking for a Applied AI Scientist with experience in airflow, docker, pytorch, pandas, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-28 17:45:48.120344
LLM Engineer,TechNova,"London, UK",Cloud Services,Senior,176673,Yes,"mlops, kubernetes, langchain, transformers, spark, azure, vector databases","We are looking for a LLM Engineer with experience in mlops, kubernetes, langchain, transformers, spark, azure, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-28 17:45:48.120354
LLM Engineer,BlueCore Systems,"London, UK",Finance,Mid,153087,No,"mlops, azure, computer vision, sql, python, deep learning","We are looking for a LLM Engineer with experience in mlops, azure, computer vision, sql, python, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-20 17:45:48.120368
MLOps Engineer,TechNova,"New York, USA",Healthcare,Entry,134578,No,"airflow, mlops, langchain, machine learning, transformers, kubernetes","We are looking for a MLOps Engineer with experience in airflow, mlops, langchain, machine learning, transformers, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-23 17:45:48.120378
Data Scientist,NextGen Analytics,"New York, USA",Healthcare,Entry,120304,Yes,"python, pandas, vector databases, gcp","We are looking for a Data Scientist with experience in python, pandas, vector databases, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-15 17:45:48.120390
Data Scientist,BlueCore Systems,"New York, USA",Retail,Senior,110091,No,"airflow, nlp, deep learning, pytorch, transformers, spark, scikit-learn","We are looking for a Data Scientist with experience in airflow, nlp, deep learning, pytorch, transformers, spark, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.120400
LLM Engineer,SkyNetics,"Boston, USA",Cybersecurity,Entry,124730,Yes,"deep learning, machine learning, kubernetes, gcp, azure, scikit-learn, transformers","We are looking for a LLM Engineer with experience in deep learning, machine learning, kubernetes, gcp, azure, scikit-learn, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-27 17:45:48.120410
Applied AI Scientist,AIWorks,"Berlin, Germany",Finance,Senior,98619,Yes,"pytorch, computer vision, tensorflow, transformers, aws","We are looking for a Applied AI Scientist with experience in pytorch, computer vision, tensorflow, transformers, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-17 17:45:48.120421
Cloud AI Engineer,BlueCore Systems,"London, UK",Cloud Services,Entry,199944,Yes,"pandas, airflow, spark, kubernetes, deep learning, vector databases","We are looking for a Cloud AI Engineer with experience in pandas, airflow, spark, kubernetes, deep learning, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-04 17:45:48.120431
